adventure,episode,verified,user,character,skill,difficulty,dice,dice_results,roll_results,check_type,fp_spent,,
,,,Zack,Ru,Resilience,Formidable,gggggpppppw,adv;suc;sucsuc;nil;sucadv;thrfai;thr;thr;fai;thrfai;lsp,sucthrthrlsp,Holocron,,,
,,,Keith,Pax,Lightsaber,Hard,ggpppw,nil;sucadv;faifai;thr;thrfai;lsplsp,faifaithrlsplsp,Holocron,,,
,,,Keith,Pax,Lightsaber,Hard,ggpppw,suc;suc;thr;thrthr;fai;lsplsp,sucthrthrthrlsplsp,Holocron,,,
,,,Zack,Ru,Cool,Average,yggbppw,advadv;sucadv;adv;sucadv;thrfai;thrfai;lsplsp,advadvadvlsplsp,Holocron,,,
,,,Keith,Pax,Lightsaber,Hard,ggpppw,adv;adv;thrthr;thr;thrfai;dsp,faithrthrdsp,Holocron,,,
,,,Keith,Pax,Lightsaber,Hard,ggpppw,sucsuc;suc;nil;faifai;thr;lsplsp,sucthrlsplsp,Holocron,,,
,,,Keith,Pax,Lightsaber,Hard,ggpppw,suc;adv;thr;thrfai;thr;lsp,thrthrlsp,Holocron,,,
,,,Keith,Pax,Lightsaber,Hard,ggpppw,adv;sucsuc;nil;thr;thrfai;dsp,sucthrdsp,Holocron,,,
,,,Zack,Ru,Lightsaber,Hard,ggggpppw,sucadv;adv;sucsuc;suc;thr;fai;thr;dspdsp,sucsucsucdspdsp,Holocron,suc,,
,,,Zack,Torque,Medicine,Easy,yggggbp,sucsuc;suc;nil;suc;sucsuc;advadv;thr,sucsucsucsucsucsucadv,Medicine,,,
,,,Zack,Torque,Astrogation,Easy,yggggp,sucadv;sucadv;sucsuc;nil;advadv;thrfai,sucsucsucadvadvadv,Skill,,,
,,,Keith,Pax,Knowledge (Warfare),Easy,ggpk,adv;suc;thrfai;fai,fai,Knowledge,,,
,,,Zack,Ru,Knowledge (Warfare),Easy,ggpk,adv;sucadv;thrthr;fai,nil,Knowledge,,,
,,,Keith,Pax,Leadership,Average,ygggppkv,tri;sucsuc;nil;nil;thr;nil;nil;adv,sucsucsuctri,Social ,,,
,,,Zack,Torque,Knowledge (Education),Easy,gggggpkk,sucadv;suc;adv;nil;adv;nil;nil;nil,sucsucadvadvadv,Knowledge,,,
,,,Zack,Torque,Computers,Hard,yygggppp,suc;tri;nil;sucsuc;sucadv;thrfai;thr;thrfai,sucsucsucthrthrtri,Skill,,,
,,,Zack,Krock,Astrogation,Easy,yggp,sucsuc;advadv;suc;nil,sucsucsucadvadv,Skill,,,
,,,Keith,Pax,Deception,Opposed,ygppkw,advadv;sucsuc;thrfai;fai;fai;lsp,faiadvlsp,Social ,adv,,
,,,Zack,Ru,Perception,Average,ypp,suc;fai;thr,thr,Skill,,,
,,,Zack,Ru,Cool,Simple,ygg*,sucadv;advadv;adv;suc,sucsucadvadvadvadv,initiative,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,suc,suc,initiative,,,
,,,Zack,Ru,Brawl,Average,ggggppkw,suc;nil;sucadv;advadv;thr;thr;thr;lsplsp,sucsuclsplsp,Combat ,advadv,,
,,,Zack,Krock,Discipline,Average,ygrp,suc;sucadv;fai;thr,suc,Fear,,,
,,,Zack,Ru,Stealth,Hard,gggpppkk,sucsuc;adv;sucadv;fai;thr;nil;fai;fai,adv,Skill,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,adv,adv,Initiative,,,
,,,Zack,Ru,Cool,Simple,ygg,adv;adv;adv,advadvadv,Initiative,,,
,,,Keith,Pax,Cool,Simple,gggg,adv;sucadv;sucadv;sucsuc,sucsucsucsucadvadvadv,Initiative,,,
,,,Zack,Krock,Vigilance,Simple,gg,sucadv;suc,sucsucadv,Initiative,,,
,,,Zack,Ru,Brawl,Average,ggggbppw,suc;sucsuc;sucadv;sucadv;suc;thrfai;thrfai;dsp,sucsucsucsucdsp,Combat ,,,
,,,Keith,Pax,Coordination,Hard,ggggbpppw,sucsuc;suc;suc;adv;suc;nil;nil;thr;dsp,sucsucsucsucsucdsp,Skill,adv,,
,,,Zack,Krock,Brawl,Average,yggpp,sucadv;suc;sucsuc;thr;thr,sucsucsucsucthr,Combat ,,,
,,,Keith,Pax,Computers,Average,ggppk,sucsuc;nil;thrthr;thrthr;fai,sucthrthrthrthr,Skill,,,
,,,Zack,Ru,Brawl,Average,ggggbppw,suc;adv;sucadv;adv;suc;faifai;thr;lsplsp,sucadvadvlsplsp,Combat ,advadv,,
,,,Zack,Krock,Computers,Hard,yggpppk,tri;suc;sucsuc;thr;nil;thrfai;nil,sucsucsucthrthrtri,Skill,,,
,,,Keith,Pax,Coercion,Opposed,ybpppw,advadv;suc;faifai;thr;thrfai;lsp,faifailsp,Social ,adv,,
,,,Keith,Pax,Leadership,Hard,ygggbpppkwv,sucadv;sucsuc;suc;advadv;adv;thr;faifai;thr;thr;lsplsp;adv,sucsucadvadvlsplsp,Social ,advadv,,
,,,Zack,Ru,Discipline,Opposed,ggppp,suc;suc;thrfai;thrthr;thrthr,sucthrthrthrthrthr,Social ,,,
,,,Keith,Pirate Crew,Cool,Simple,yg,advadv;sucsuc,sucsucadvadv,Initiative,,,
,,,Keith,Pirate Crew,Cool,Simple,yg,sucadv;advadv,sucadvadvadv,Initiative,,,
,,,Keith,Pirate Crew,Cool,Simple,yg,adv;sucsuc,sucsucadv,Initiative,,,
,,,Keith,Pirate Crew,Cool,Simple,yg,sucadv;sucadv,sucsucadvadv,Initiative,,,
,,,Keith,Pirate Crew,Cool,Simple,yg,suc;suc,sucsuc,Initiative,,,
,,,Zack,Ru,Cool,Simple,ygg,sucadv;adv;advadv,sucadvadvadvadv,Initiative,,,
,,,Keith,Pirate Captain,Cool,Simple,yyy,nil;adv;suc,sucadv,Initiative,,,
,,,Zack,Krock,Vigilance,Simple,gg,nil;sucadv,sucadv,Initiative,,,
,,,Keith,Pax,Cool,Simple,gggg,adv;nil;advadv;sucsuc,sucsucadvadvadv,Initiative,,,
,,,Keith,Pax,Ranged (Light),Average,yyyggbbbbppkv,suc;sucadv;sucsuc;suc;nil;nil;adv;advadv;advadv;thr;thr;fai;adv,sucsucsucsucadvadvadvadvadv,Combat ,,,
,,,Keith,Pirate Crew,Brawl,Average,ygppkkk,advadv;adv;thrthr;thrthr;nil;nil;nil,thr,Combat ,,,
,,,Zack,Ru,Melee,Average,yygggbppk,sucsuc;nil;adv;adv;sucadv;adv;thr;fai;nil,sucsucadvadvadv,Combat ,,,
,,,Keith,Pax,Ranged (Light),Average,yyyggbbbppkv,nil;sucsuc;sucsuc;suc;nil;adv;suc;nil;nil;thrthr;thr;adv,sucsucsucsucsucsucthr,Combat ,,,
,,,Zack,Ru,Cool,Simple,ygg,tri;suc;suc,sucsucsuctri,Recovery,,,
,,,Keith,Pax,Discipline,Simple,g,suc,suc,Recovery,,,
,,,Zack,Krock,Sense,Simple,w,lsplsp,lsplsp,Force Power,,,
,,,Keith,Pax,Cool,Simple,gggg,suc;sucadv;sucsuc;adv,sucsucsucsucadvadv,Initiative,,,
,,,Zack,Ru,Cool,Simple,ygg,advadv;suc;suc,sucsucadvadv,Initiative,,,
,,,Zack,Krock,Cool,Simple,gg,adv;sucadv,sucadvadv,Initiative,,,
,,,Keith,Yiyar Clan Member,Cool,Simple,yyy,advadv;advadv;advadv,advadvadvadvadvadv,Initiative,,,
,,,Keith,Yiyar Clan Member,Cool,Simple,yyy,sucsuc;tri;sucadv,sucsucsucsucadvtri,Initiative,,,
,,,Keith,Yiyar Clan Member,Cool,Simple,yyy,advadv;sucsuc;suc,sucsucsucadvadv,Initiative,,,
,,,Keith,Yiyar Clan Member,Cool,Simple,yyy,sucsuc;nil;adv,sucsucadv,Initiative,,,
,,,Keith,Pax,Ranged (Light),Average,yyyggbbbbppv,sucadv;sucadv;nil;suc;sucadv;advadv;advadv;nil;advadv;thr;thrthr;adv,sucsucsucsucadvadvadvadvadvadvadv,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Average,yyyppkk,suc;sucsuc;suc;fai;thr;nil;fai,sucsucthr,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Average,yyyppk,suc;adv;sucsuc;nil;thrfai;fai,suc,Combat ,,,
,,,Zack,Ru,Melee,Hard,yygggbbbppp,suc;adv;adv;nil;adv;nil;suc;advadv;faifai;thr;thr,advadvadv,Combat ,,,
,,,Zack,Krock,Melee,Average,gggbbpp,suc;adv;advadv;suc;nil;thr;thrthr,sucsuc,Combat ,,,
,,,Zack,Ru,Melee,Hard,yygggbppp,tri;sucsuc;adv;adv;suc;suc;fai;faifai;thrthr,sucsuctri,Combat ,,,
,,,Keith,Yiyar Clan Member,Melee,Average,yyppkk,tri;nil;fai;thr;fai;nil,faithrtri,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Average,yyyppk,suc;adv;sucadv;thr;nil;nil,sucsucadv,Combat ,,,
,,,Zack,Krock,Melee,Average,gggbpp,nil;suc;adv;adv;thrfai;thr,nil,Combat ,,,
,,,Keith,Pax,Ranged (Light),Average,yyyggbbbrpv,suc;tri;suc;sucsuc;adv;nil;advadv;advadv;thrthr;thr;adv,sucsucsucsucsucadvadvadvtri,Combat ,,,
,,,Zack,Ru,Melee,Hard,yyygggbpp,suc;advadv;sucadv;nil;suc;suc;nil;nil;faifai,sucsucadvadvadv,Combat ,,,
,,,Keith,Pax,Ranged (Light),Easy,yyyggbbbpkv,suc;sucsuc;sucadv;adv;nil;nil;adv;adv;nil;nil;adv,sucsucsucsucadvadvadvadvadv,Combat ,,,
,,,Zack,Krock,Ranged (Light),Easy,yggbbp,sucsuc;sucsuc;suc;advadv;suc;thr,sucsucsucsucsucsucadv,Combat ,,,
,,,Keith,Pax,Ranged (Light),Easy,yyyggbbbbbrkkv,sucadv;nil;advadv;suc;nil;adv;nil;adv;adv;advadv;thrfai;thr;thr;adv,sucadvadvadvadvadvadv,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Easy,yggbpk,adv;adv;adv;nil;faifai;nil,faifaiadvadvadv,Combat ,,,
,,,Keith,Yiyar Clan Member,Athletics,Easy,ygbp,tri;adv;suc;fai,sucadvtri,Skill,,,
,,,Zack,Ru,Athletics,Easy,gggggbp,adv;sucsuc;suc;suc;suc;nil;thr,sucsucsucsucsuc,Skill,,,
,,,Zack,Ru,Melee,Average,yygggbpp,sucadv;sucadv;suc;adv;sucadv;adv;thr;thrfai,sucsucsucadvadvadv,Combat ,,,
,,,Zack,Krock,Discipline,Simple,yg,advadv;sucsuc,sucsucadvadv,Recovery,,,
,,,Keith,Pax,Discipline,Simple,y,sucsuc,sucsuc,Recovery,,,
,,,Zack,Ru,Cool,Simple,ygg,advadv;sucsuc;nil,sucsucadvadv,Recovery,,,
,,,Zack,Krock,Computers,Hard,yggbbppp,sucadv;advadv;adv;adv;advadv;thr;thr;thrfai,advadvadvadv,Skill,,,
,,,Keith,Pax,Athletics,Daunting,gggggppppw,sucsuc;suc;adv;adv;suc;nil;thr;fai;thr;dspdsp,sucsucsucdspdsp,Skill,sucsuc,,
,,,Zack,Krock,Computers,Hard,yggbbbpppk,sucsuc;adv;nil;nil;advadv;adv;nil;thrthr;thrfai;thr,suc,Skill,,,
,,,Keith,Pax,Perception,Average,ygppk,advadv;advadv;thrthr;thrfai;thr,fai,Skill,,,
,,,Zack,Ru,Knowledge (Warfare),Average,ggbpp,advadv;nil;nil;faifai;nil,faifaiadvadv,Knowledge,,,
,,,Zack,Ru,Athletics,Hard,ggggbrppw,suc;adv;nil;sucsuc;nil;faifai;faifai;faifai;dsp,faifaifaiadvdsp,Skill,adv,,
,,,Zack,Ru,Leadership,Opposed,yggbbpkw,suc;suc;sucsuc;adv;sucadv;thrfai;fai;dspdsp,sucsucsucadvdspdsp,Social ,,,
,,,Keith,Pax,Knowledge (Warfare),Hard,ggbppp,suc;suc;sucadv;thrthr;nil;nil,sucsucsucthr,Knowledge,,,
,,,Zack,Krock,Knowledge (Xenology),Average,gggpp,suc;adv;sucadv;thrthr;thrfai,sucthr,Knowledge,,,
,,,Zack,Krock,Astrogation,Average,yggbrpk,sucsuc;adv;sucsuc;suc;fai;thr;nil,sucsucsucsuc,Skill,,,
,,,Zack,Ru,Piloting (Space),Average,gggrp,suc;adv;sucadv;fai;thr,sucadv,Skill,,,
,,,Keith,Pax,Piloting (Space),Hard,ggggbrppw,sucsuc;adv;sucsuc;suc;sucadv;thrfai;nil;thrfai;lsp,sucsucsucsuclsp,Skill,suc,,
,,,Zack,Krock,Knowledge (Outer Rim),Average,yggbpp,adv;suc;suc;advadv;nil;thrthr,sucsucadv,Knowledge,,,
,,,Keith,Pax,Streetwise,Average,ggbppk,sucadv;adv;advadv;thr;thr;nil,sucadvadv,Skill,,,
,,,Keith,Pax,Negotiation,Opposed,yyggbrrpwv,sucadv;sucadv;adv;suc;nil;fai;thrthr;thrfai;lsplsp;adv,sucadvlsplsp,Social ,sucsuc,,
,,,Keith,Pax,Stealth,Hard,gggggbpppkk,adv;sucsuc;sucadv;sucsuc;nil;nil;thr;faifai;fai;thr;thr,sucsucthr,Skill,,,
,,,Keith,Pax,Deception,Opposed,ygppkkkw,sucsuc;suc;fai;faifai;fai;fai;fai;dsp,faifaifaidsp,Social ,,,
,,,Keith,Pax,Cool,Simple,gggg,adv;sucadv;suc;sucadv,sucsucsucadvadvadv,initiative,,,
,,,Zack,Ru,Cool,Simple,ygg,sucsuc;sucadv;suc,sucsucsucsucadv,initiative,,,
,,,Zack,Krock,Vigilance,Simple,gg,sucadv;adv,sucadvadv,initiative,,,
,,,Keith,Yav Yiyar,Vigilance,Simple,yg,suc;adv,sucadv,initiative,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,adv,adv,initiative,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,suc,suc,initiative,,,
,,,Zack,Vrixxt,Vigilance,Simple,yg,sucadv;adv,sucadvadv,initiative,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,adv,adv,initiative,,,
,,,Zack,Ru,Force Leap,Simple,w,dsp,dsp,Force Power,,,
,,,Keith,Pax,Ranged (Light),Average,yygggbbppv,advadv;tri;advadv;nil;suc;adv;suc;fai;thr;adv,sucsucadvadvadvadvadvtri,Combat ,,,
,,,Zack,Yiyar Clan Member,Brawl,Easy,ggpkk,sucadv;adv;thr;fai;thr,nil,Combat ,,,
,,,Zack,Yiyar Clan Member,Ranged (Light),Easy,gggbpk,suc;adv;suc;advadv;thrthr;fai,sucadv,Combat ,,,
,,,Zack,Yav Yiyar,Ranged (Light),Easy,yyybbrk,sucadv;advadv;suc;adv;suc;faifai;fai,advadvadvadv,Combat ,,,
,,,Keith,Pax,Coercion,Opposed,ygg,adv;faifai;nil,advfaifai,Social ,,,
,,,Zack,Ru,Force Leap,Simple,w,lsplsp,lsplsp,Force Power,,,
,,,Zack,Ru,Ranged (Light),Easy,yggbbpk,tri;adv;advadv;nil;suc;fai;fai,advadvadvtri,Combat ,,,
,,,Keith,Pax,Coordination,Average,gggggpp,nil;sucadv;nil;advadv;adv;thr;nil,sucadvadvadv,Skill,,,
,,,Zack,Yiyar Clan Member,Ranged (Light),Easy,yyypkkk,advadv;suc;sucadv;thr;thr;thr;nil,sucsuc,Combat ,,,
,,,Zack,Yiyar Clan Member,Ranged (Light),Easy,gggpkkk,sucsuc;adv;sucadv;nil;fai;fai;thr,sucadv,Combat ,,,
,,,Zack,Yav Yiyar,Ranged (Light),Easy,yyybrkkk,suc;tri;sucadv;nil;des;fai;nil;nil,sucadvtrides,Combat ,,,
,,,Zack,Krock,Ranged (Heavy),Hard,yggbpp,adv;sucsuc;suc;nil;thr;nil,sucsucsuc,Combat ,,,
,,,Zack,Yiyar Clan Member,Ranged (Light),Easy,yggpkk,adv;sucadv;adv;thrfai;nil;fai,faiadvadv,Combat ,,,
,,,Zack,Krock,Ranged (Heavy),Average,yggbbppk,nil;nil;nil;nil;sucadv;thrfai;thr;fai,faithr,Combat ,,,
,,,Zack,Ru,Ranged (Light),Easy,yggbbpk,sucadv;adv;suc;nil;adv;nil;thr,sucsucadvadv,Combat ,,,
,,,Keith,Pax,Ranged (Light),Easy,yyyggbbbbbpv,sucadv;advadv;advadv;suc;suc;adv;nil;advadv;advadv;nil;thr;adv,sucsucsucadvadvadvadvadvadvadvadvadvadv,Combat ,,,
,,,Zack,Krock,Ranged (Heavy),Easy,yggbbbp,sucadv;advadv;nil;nil;nil;nil;faifai,faiadvadvadv,Combat ,,,
,,,Keith,Pax,Ranged (Heavy),Average,yygggbbrp,suc;sucadv;suc;adv;nil;adv;nil;faifai;thrthr,sucadv,Combat ,,,
,,,Zack,Ru,Athletics,Average,ggggbppw,suc;sucadv;advadv;suc;nil;thrfai;thrfai;lsplsp,sucadvlsplsp,Chase,sucsuc,,
,,,Keith,Yav Yiyar,Athletics,Average,gggpp,adv;adv;sucsuc;thr;fai,sucadv,Chase,,,
,,,Keith,Yav Yiyar,Athletics,Average,yggpp,suc;adv;sucsuc;thrfai;nil,sucsuc,Chase,,,
,,,Zack,Ru,Athletics,Average,ggggppw,adv;suc;suc;suc;thr;faifai;lsplsp,suclsplsp,Chase,sucsuc,,
,,,Zack,Ru,Cool,Simple,ygg,adv;suc;adv,sucadvadv,initiative,,,
,,,Keith,Yav Yiyar,Cool,Simple,ygg,sucsuc;adv;nil,sucsucadv,Combat ,,,
,,,Keith,Pax,Cool,Simple,gggg,sucadv;suc;adv;suc,sucsucsucadvadv,initiative,,,
,,,Keith,Yav Yiyar,Melee,Average,yygppkk,sucadv;advadv;nil;thr;thrfai;fai;fai,faifaiadv,Combat ,,,
,,,Zack,Ru,Melee,Average,yyggbbrr,nil;suc;advadv;suc;adv;adv;thr;thrthr,sucsucadv,Combat ,,,
,,,Keith,Yav Yiyar,Charm,Opposed,gggbpp,suc;sucsuc;suc;nil;nil;thr,sucsucsucsucthr,Social ,,,
,,,Zack,Ru,Melee,Average,yyggbbrr,sucadv;sucadv;sucadv;nil;suc;nil;thrfai;thrfai,sucsucadv,Combat ,,,
,,,Keith,Pax,Cool,Simple,gggg,suc;sucadv;sucsuc;sucsuc,sucsucsucsucsucsucadv,Initiative,,,
,,,Zack,Ru,Cool,Simple,gg,sucadv;sucsuc,sucsucsucadv,Recovery,,,
,,,Zack,Ru,Cool,Simple,ygg,suc;sucsuc;sucadv,sucsucsucsucadv,Initiative,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,sucadv,sucadv,Initiative,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,advadv,advadv,Initiative,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,adv,adv,Initiative,,,
,,,Zack,Krock,Vigilance,Simple,gg,adv;suc,advsuc,Initiative,,,
,,,Keith,Yiyar Clan Member,Vigilance,Simple,g,suc,suc,Initiative,,,
,,,Zack,Krock,Discipline,Simple,ygg,sucadv;adv;suc,sucsucadvadv,Recovery,,,
,,,Keith,Pax,Discipline,Simple,g,adv,adv,Recovery,,,
,,,Keith,Pax,Ranged (Light),Average,yyyggbbbbppv,sucsuc;sucsuc;adv;adv;sucsuc;sucadv;adv;sucadv;suc;nil;nil;adv,sucsucsucsucsucsucsucsucsucadvadvadvadvadvadv,Combat ,,,
,,,Zack,Krock,Ranged (Heavy),Average,yggbbpp,nil;sucadv;sucadv;adv;nil;thr;fai,sucadvadv,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Average,yyyyppk,adv;sucadv;sucsuc;nil;thrfai;thrfai;fai,nil,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Easy,yyyypk,tri;advadv;suc;sucadv;thrfai;nil,sucsucadvadvtri,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Average,yygppk,suc;adv;suc;thr;fai;nil,suc,Combat ,,,
,,,Zack,Ru,Ranged (Light),Average,yggbppkk,tri;sucadv;suc;nil;thrfai;thr;fai;nil,sucthrtri,Combat ,,,
,,,Keith,Pax,Ranged (Light),Average,yygggbbppkv,suc;advadv;sucsuc;sucadv;adv;sucadv;advadv;thrfai;thr;fai;adv,sucsucsucadvadvadvadvadvadv,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Average,yyybppk,sucadv;tri;suc;adv;thr;thr;nil,sucsucsuctri,Combat ,,,
,,,Keith,Yiyar Clan Member,Ranged (Light),Average,yygbppkk,sucadv;suc;suc;nil;thr;thr;thr;fai,sucsucthrthr,Combat ,,,
,,,Keith,Pax,Ranged (Light),Easy,yyyggbbbrkv,sucadv;suc;advadv;suc;suc;nil;advadv;advadv;thrthr;nil;adv,sucsucsucsucadvadvadvadvadvadv,Combat ,,,
,,,Zack,Ru,Ranged (Light),Easy,yggbbpkk,sucsuc;advadv;nil;sucadv;adv;thr;thr;nil,sucsucsucadvadv,Combat ,,,
,,,Zack,Krock,Ranged (Heavy),Average,yggbbppk,advadv;adv;sucadv;sucadv;sucadv;thrfai;thrthr;fai,sucadvadvadv,Combat ,,,
,,,Keith,Yiyar Clan Member,Cool,Simple,gg,suc;suc,sucsuc,Initiative,,,
,,,Zack,Ru,Cool,Simple,ygg,sucadv;adv;suc,sucsucadvadv,Initiative,,,
,,,Zack,Ru,Melee,Average,yygggbbbpp,suc;tri;advadv;suc;nil;sucadv;suc;advadv;fai;thr,sucsucsucsucadvadvadvadvtri,Combat ,,,
,,,Zack,Ru,Piloting (Space),Hard,gggbbbppp,sucadv;suc;sucadv;advadv;nil;sucadv;thr;faifai;fai,sucadvadvadvadv,Skill,,,
,,,Keith,Pax,Discipline,Simple,g,nil,nil,Recovery,,,
,,,Zack,Ru,Cool,Simple,ygg,sucadv;adv;suc,sucsucadvadv,Recovery,,,
,,,Zack,Krock,Discipline,Simple,yg,tri;adv,sucadvtri,Recovery,,,
,,,Zack,Krock,Medicine,Average,gggbpp,nil;suc;advadv;advadv;nil;thrfai,advadvadv,Medicine,,,
,,,Zack,Krock,Medicine,Hard,gggbppp,suc;advadv;sucadv;suc;thrthr;thrfai;faifai,nil,Medicine,,,
,,,Zack,Ru,Medicine,Average,ggbpp*,suc;advadv;nil;thrfai;fai;suc,adv,Medicine,,,
,,,Keith,Pax,Medicine,Daunting,ggbpppp,sucadv;adv;suc;thr;nil;faifai;thr,nil,Medicine,,,
,,,Keith,Pax,Medicine,Formidable,ggbppppp,suc;sucadv;nil;nil;thrfai;thr;faifai;thr,faithrthr,Medicine,,,
,,,Zack,Ru,Medicine,Hard,ggbppp,suc;sucadv;nil;thrthr;thrthr;nil,sucsucthrthrthr,Medicine,,,
,,,Zack,Ru,Medicine,Average,ggbpp,nil;nil;suc;faifai;fai,faifai,Medicine,,,
,,,Keith,Pax,Medicine,Average,ggbpp,sucsuc;advadv;adv;faifai;faifai,faifaiadvadvadv,Medicine,,,
,,,Zack,Ru,Medicine,Average,ggbbpp,sucadv;adv;adv;adv;thr;thr,sucadvadv,Medicine,,,
,,,Keith,Pax,Medicine,Average,ggbbpp,sucsuc;adv;adv;adv;fai;thr,sucadvadv,Medicine,,,
,,,Keith,Pax,Medicine,Easy,ggbbbp,advadv;nil;suc;suc;nil;nil,sucsucadvadv,Medicine,,,
,,,Zack,Krock,Medicine,Easy,gggbbbp,adv;sucadv;suc;sucadv;adv;advadv;thrthr,sucsucsucadvadvadvadv,Medicine,,,
,,,Zack,Krock,Medicine,Daunting,gggbpppp,adv;suc;nil;sucadv;faifai;fai;nil;thr,faiadv,Medicine,,,
,,,Zack,Krock,Medicine,Daunting,gggbpppp,advadv;sucsuc;sucsuc;nil;fai;nil;thr;thr,sucsucsuc,Medicine,,,
,,,Keith,Pax,Destiny,Simple,w,dsp,dsp,Destiny,,,
,,,Zack,Ru,Destiny,Simple,w,dspdsp,dspdsp,Destiny,,,
,,,Zack,Krock,Destiny,Simple,w,dsp,dsp,Destiny,,,
,,,Zack,Krock,Perception,Hard,yggbbpppk,suc;suc;adv;advadv;sucadv;faifai;thr;thrfai;fai,faiadvadv,Skill,,,
,,,Zack,Ru,Astrogation,Easy,ggp,adv;adv;thr,adv,Skill,,,
,,,Zack,Ru,Charm,Opposed,grrrpp,adv;thrfai;nil;thrfai;thrthr;thr,faifaithrthrthrthr,Social ,,,
,,,Keith,Pax,Negotiation,Opposed,yyggbrrrppwv,suc;suc;sucsuc;advadv;adv;fai;thrthr;thrthr;thrthr;nil;dsp;adv,sucsucsucthrthrdsp,Social ,,,
,,,Zack,Ru,Negotiation,Daunting,ygggpppp,nil;sucsuc;suc;adv;thrfai;thrthr;faifai;faifai,faifaithrthr,Social ,,,
,,,Zack,Krock,Streetwise,Hard,gggppp,adv;adv;suc;thrthr;fai;thr,thr,Skill,,,
,,,Zack,Ru,Perception,Average,ygbpp,sucadv;adv;nil;thr;thrfai,nil,Skill,,,
,,,Zack,Ru,Astrogation,Easy,ggp,advadv;suc;nil,sucadvadv,Skill,,,
,,,Zack,Ru,Discipline,Simple,gg,suc;sucsuc,sucsucsuc,Recovery,,,
,,,Keith,Pax,Discipline,Simple,g,adv,adv,Recovery,,,
,,,Keith,Pax,Deception,Opposed,ygrppw,adv;suc;fai;thrfai;thrthr;dsp,faithrthrdsp,Social ,,,
,,,Zack,Ru,Stealth,Average,ggggppk,sucsuc;suc;sucadv;adv;thrthr;nil;thr,sucsucsucsucthr,Skill,,,
,,,Keith,Pax,Ranged (Light),Easy,yyyggbbbbpv,sucadv;tri;sucadv;advadv;suc;sucadv;sucadv;nil;adv;nil;adv,sucsucsucsucsucsucadvadvadvadvadvadvadvadvtri,Combat ,,,
,,,Zack,Ru,Computers,Hard,ggpppk,advadv;suc;faifai;faifai;thr;thr,faifaifai,Skill,,,
,,,Keith,Pax,Cool,Simple,gggg,suc;suc;sucadv;nil,sucsucsucadv,initiative,,,
,,,Keith,Spaceport Customs Officer,Vigilance,Simple,yyg,sucadv;sucsuc;suc,sucsucsucsucadv,initiative,,,
,,,Keith,Spaceport Security Detail,Vigilance,Simple,gg,adv;sucsuc,sucsucadv,initiative,,,
,,,Zack,Ru,Mechanics,Average,ggbpp,sucsuc;advadv;suc;thr;thrfai,sucsuc,Skill,,,
,,,Zack,Ru,Cool,Simple,yg,sucsuc;suc,sucsucsuc,initiative,,,
,,,Keith,Spaceport Security Officer,Vigilance,Simple,yy,sucadv;sucadv,sucsucadvadv,initiative,,,14
,,,Zack,HWK-290 Gunner Droid Brain,Gunnery,Easy,ygp,advadv;adv;fai,faiadvadvadv,Combat ,,,
,,,Zack,Ru,Astrogation,Average,ggbrp,sucadv;advadv;advadv;fai;thrfai,faiadvadvadvadv,Skill,,,
,,,Zack,HWK-290 Pilot Droid Brain,Piloting (Space),Average,ggpp,advadv;nil;thrfai;thrfai,faifai,Skill,,,
,,,Zack,HWK-290 Gunner Droid Brain,Gunnery,Easy,yyygp,sucadv;tri;sucsuc;advadv;faifai,sucsucadvadvadvtri,Combat ,,,
,,,Keith,Military Starfighter Pilot,Gunnery,Easy,yggpkk,tri;adv;sucsuc;thrthr;nil;nil,sucsucsucthrtri,Combat ,,,
,,,Keith,Pax,Knowledge (Outer Rim),Average,ggbpp,suc;suc;nil;nil;thr,sucsucthr,Knowledge,,,
,,,Zack,HWK-290 Gunner Droid Brain,Gunnery,Easy,yyygp,adv;suc;sucsuc;sucsuc;thr,sucsucsucsucsuc,Combat ,,,
,,,Keith,Military Starfighter Pilot,Gunnery,Easy,yggpkk,sucsuc;sucadv;adv;fai;nil;thr,sucsucadv,Combat ,,,
,,,Keith,Pax,Astrogation,Average,ggrp**t,adv;adv;thrthr;thr;suc;suc;thr,sucsucthrthr,Knowledge,,,
